;importance;stddev;p_value;n;p99_high;p99_low
V18 AU04_r infoProcess V40;0.10334889332159909;0.004301375909322473;3.592403616646132e-07;5;0.11220548577022707;0.09449230087297111
AU15_r AU01_r bvpMean infoProcess;0.10334589945643899;0.017774017228936397;0.00010097499661166618;5;0.13994284659384396;0.06674895231903402
numFix AU04_r bvpMean V16 bvpSD;0.1033399399792373;0.015776467857619766;6.320779293256533e-05;5;0.13582390535203498;0.07085597460643962
AU17_r AU09_r infoProcess V5 meanFixDur;0.10333527784490873;0.03464033448543405;0.0013124786084515183;5;0.17466020533072044;0.03201035035909702
AU15_r AU01_r V2 meanFixDur V40;0.10332338245131938;0.02377299777962743;0.0003138148461198297;5;0.1522723134573198;0.05437445144531894
AU15_r AU01_r bvpMean V1 meanFixDur;0.10331428399997404;0.017636242272986626;9.805636569228743e-05;5;0.13962755059882617;0.06700101740112191
AU17_r AU09_r bvpMean hrMean V40;0.10330762984360797;0.02161881781412219;0.00021728872452732263;5;0.1478210745267019;0.05879418516051405
AU09_r AU04_r V1 V2 meanFixDur;0.10329083193522781;0.027378539058133762;0.0005406903176832561;5;0.15966362226754915;0.046918041602906475
V18 AU04_r V30 V40 V17;0.10328398484075921;0.007384137470345231;3.1138265777234774e-06;5;0.11848802595182584;0.08807994372969258
tempSD AU09_r infoProcess meanFixDur hrMean;0.10328300468572564;0.017964574784145274;0.00010553948566693867;5;0.140272312463091;0.06629369690836029
AU09_r AU15_r bvpMean V17;0.10326948856967792;0.027957711761976783;0.0005861483157031051;5;0.16083480350422952;0.04570417363512634
tempSD AU15_r AU01_r V40;0.10326910296803873;0.021591768853494293;0.00021654760272026436;5;0.14772685346734343;0.05881135246873402
AU17_r AU04_r infoProcess meanFixDur V17;0.1032687145663227;0.016584040539733672;7.713998986667453e-05;5;0.13741548325343356;0.06912194587921185
numFix AU04_r infoProcess V2 bvpSD;0.10326609155558435;0.02186983634251531;0.00022761304250531122;5;0.14829638685808447;0.05823579625308423
tempSD AU09_r V1 V16 bvpSD;0.10325952667692717;0.025977155309840832;0.00044262930281985604;5;0.1567468485023316;0.04977220485152276
numFix AU04_r V1 V2 V40;0.10325867035791539;0.025511148436451844;0.00041290631750855265;5;0.1557864775901124;0.050730863125718374
tempSD AU09_r V1 meanFixDur hrMean;0.10325443338883118;0.017739255002110238;0.0001005511433643821;5;0.13977980462073605;0.06672906215692631
tempSD AU15_r V1 infoProcess V16;0.10324851663801819;0.028167086003615314;0.0006035330557770535;5;0.16124493602996307;0.045252097246073326
V18 V1 V16 hrMean V17;0.1032452577066187;0.010442897139339415;1.239035565590248e-05;5;0.12474732725269574;0.08174318816054166
numFix AU15_r V40 V17 bvpSD;0.10324449508800626;0.016990515464583845;8.492163457589062e-05;5;0.13822820126346413;0.0682607889125484
AU17_r AU09_r infoProcess hrMean V17;0.10321769241384213;0.030712625471285154;0.0008391267658907254;5;0.16645541275281356;0.03997997207487068
tempSD AU09_r bvpMean meanFixDur bvpSD;0.10321272200414629;0.023247393964881295;0.0002890181738691419;5;0.1510794274909677;0.055346016517324875
tempSD AU09_r AU04_r V16;0.10320136912835512;0.019788638917574927;0.00015456356204110726;5;0.14394645016769766;0.06245628808901257
AU17_r AU04_r V5 meanFixDur bvpSD;0.10320133094922665;0.012956993997335195;2.9200083582567257e-05;5;0.12987996067442834;0.07652270122402495
V18 V1 V5 V16 hrMean;0.1031949710658329;0.009880482735696274;9.962537009249233e-06;5;0.12353902158141558;0.08285092055025023
AU17_r AU09_r V2 V40 V17;0.10318454574714601;0.03070111830924224;0.0008389569549246404;5;0.16639857268042524;0.039970518813866804
numFix AU15_r V30 V16;0.10318386792082004;0.019041600889443733;0.0001330702051364265;5;0.14239078733507765;0.06397694850656244
tempSD AU09_r V1 meanFixDur bvpSD;0.1031788278401216;0.02019764783749381;0.00016755304631683302;5;0.14476606389868119;0.061591591781562025
AU17_r AU09_r V1 V5 V17;0.10317444257440403;0.029078207499586034;0.0006831448212748875;5;0.16304687371958995;0.0433020114292181
V18 AU04_r hrMean V40;0.10316094742763833;0.010970195153762005;1.5116714223523926e-05;5;0.12574873087344457;0.0805731639818321
tempSD AU04_r V1 V2 bvpSD;0.10315451932198587;0.025308891619848624;0.00040201602330467996;5;0.15526587697331057;0.05104316167066117
numFix tempSD infoProcess V16 hrMean;0.1031287973709529;0.023912708210615457;0.000323346126347893;5;0.15236539408536104;0.05389220065654475
AU15_r AU01_r V1 hrMean V17;0.1031235062256304;0.02169307469005631;0.00022173573403759926;5;0.1477898468426118;0.05845716560864903
AU15_r AU01_r bvpMean V30 meanFixDur;0.10312153810424014;0.018211383183944975;0.00011202326183428545;5;0.1406190277880477;0.0656240484204326
tempSD AU09_r infoProcess V2 V17;0.10311051911630184;0.025496444604858524;0.0004142725218054352;5;0.15560805095601965;0.05061298727658402
AU17_r AU09_r V1 V5 meanFixDur;0.10310934898920514;0.031711519649432314;0.0009505563429485232;5;0.16840380624716633;0.037814891731243944
AU09_r AU04_r bvpMean V1 V16;0.10310822094338604;0.01991700882373709;0.0001590747186858884;5;0.14411761739377715;0.06209882449299493
numFix AU17_r V40;0.10310407873552649;0.01969665723435542;0.0001523369715144868;5;0.1436597682177981;0.06254838925325487
V18 tempSD V1 bvpSD;0.10310344518792429;0.03359767883860287;0.00118088874546938;5;0.17228153028587806;0.033925360089970505
AU15_r AU04_r V5 V16 V40;0.1030941051346023;0.008740148041506902;6.140031220237745e-06;5;0.12109019075374865;0.08509801951545597
AU17_r tempSD infoProcess hrMean V17;0.10307473578824304;0.027350444782452896;0.0005429011314468745;5;0.15938967961863332;0.046759791957852764
AU17_r AU09_r meanFixDur V16 bvpSD;0.103060290132262;0.02903732354424319;0.0006823664681267241;5;0.16284854064832072;0.04327203961620331
V18 numFix V30;0.10305128180479908;0.015166302618093699;5.4707546459569486e-05;5;0.13427890851603275;0.07182365509356542
AU15_r AU04_r V1 meanFixDur V16;0.10305006952409883;0.008906622131869976;6.630203782462127e-06;5;0.12138892759621919;0.08471121145197846
AU15_r AU01_r V2 V5;0.10302947564349989;0.022112484394887232;0.000239702285257928;5;0.1485593866395863;0.057499564647413494
tempSD AU04_r V2 V30 bvpSD;0.10302785444840601;0.03525998925702445;0.0014175511967898277;5;0.17562865967346142;0.030427049223350586
tempSD AU01_r bvpMean V30 hrMean;0.10302728515153872;0.030598583540176243;0.0008332057535780482;5;0.16603019157812993;0.04002437872494752
numFix tempSD infoProcess V2 V40;0.10302235421118242;0.022554928360074635;0.0002589188009021199;5;0.14946326344681515;0.056581444975549684
tempSD AU09_r bvpMean V2 V5;0.10301686240215793;0.027160396958849302;0.000529756513586978;5;0.15894049513700834;0.04709322966730752
AU15_r AU04_r V1 V2 bvpSD;0.10301562114067324;0.008006561225416882;4.34373359666747e-06;5;0.11950124136624293;0.08653000091510354
AU17_r tempSD meanFixDur hrMean V40;0.103010142513556;0.025052222069484913;0.0003886422569366309;5;0.15459301401313164;0.05142727101398037
AU15_r AU01_r V1 hrMean V40;0.10299983068923443;0.02217820743667524;0.0002427500978650182;5;0.1486650663367513;0.05733459504171756
tempSD AU04_r bvpMean V16 bvpSD;0.1029991735244693;0.027940130476116168;0.0005906191118445462;5;0.1605282883484347;0.04547005870050392
numFix tempSD bvpMean V30 V40;0.1029948415205409;0.03184787978679804;0.0009700797446248266;5;0.1685700661860355;0.0374196168550463
AU15_r AU01_r V2 V30 bvpSD;0.10298568237962402;0.019526446034889414;0.0001479215212556362;5;0.14319090464962636;0.06278046010962168
AU17_r AU09_r infoProcess V5 V40;0.10297748621524236;0.03233595336875385;0.0010278059516710526;5;0.16955766113187776;0.036397311298606946
numFix AU15_r V5 meanFixDur;0.10297272063445587;0.018599095505709137;0.00012234909764203715;5;0.1412685153475296;0.06467692592138215
numFix AU04_r V2 V16 bvpSD;0.10296810954609806;0.018904588271446796;0.0001304272317024565;5;0.14189291808618434;0.06404330100601177
V18 AU04_r bvpMean V30;0.10296695049249838;0.00901259016702313;6.972121595914682e-06;5;0.12152399821363298;0.08440990277136377
AU15_r AU04_r infoProcess V16 hrMean;0.10296352256118824;0.00790512924144294;4.136928043408669e-06;5;0.11924029292981658;0.08668675219255989
AU15_r AU04_r V2 V5 V17;0.10295498282429172;0.010466581712444118;1.2643001215205785e-05;5;0.12450581923374694;0.0814041464148365
AU17_r AU04_r V1 V30 V17;0.1029467193404395;0.014607078613080793;4.736043500319712e-05;5;0.13302289609605444;0.07287054258482456
numFix AU15_r V5 V40 bvpSD;0.1029422846924724;0.017847186696253632;0.00010420234829482347;5;0.13968988877439306;0.06619468061055173
AU17_r tempSD bvpMean V5;0.10293567152339174;0.03166718956242267;0.000951583685675841;5;0.16813885251949318;0.037732490527290316
AU17_r AU09_r V5 V16;0.10293459877721714;0.029383577074487296;0.0007171049860340023;5;0.1634357900977808;0.04243340745665346
AU15_r AU04_r V2 V5 V40;0.10292626151843112;0.01194199475689061;2.1361352757486366e-05;5;0.12751499377877706;0.07833752925808518
tempSD AU09_r bvpMean V40 bvpSD;0.10292370256493215;0.02629772363055457;0.0004697902468833586;5;0.1570710789934112;0.04877632613645311
AU17_r tempSD infoProcess V5 V17;0.10291737814844279;0.030805771723183443;0.0008581754935834099;5;0.16634688790749083;0.03948786838939475
AU15_r AU04_r infoProcess meanFixDur V16;0.10291734377712744;0.009778323011443867;9.66218224870417e-06;5;0.12305104600847697;0.08278364154577791
tempSD AU15_r bvpMean V1 bvpSD;0.102903919536107;0.0338161781905334;0.001218624597044534;5;0.1725318978196677;0.03327594125254628
V18 bvpMean V5 meanFixDur V16;0.10288787072055297;0.008928034563624808;6.735972656187945e-06;5;0.12127081728560779;0.08450492415549815
AU17_r AU04_r meanFixDur hrMean V40;0.10288326030791498;0.012976098912493517;2.973194681964564e-05;5;0.12960122731748563;0.0761652932983443
numFix tempSD bvpMean V5 V16;0.10286437024890076;0.020641188043283375;0.000184542397528957;5;0.14536486172155816;0.06036387877624335
numFix tempSD V30 V5 meanFixDur;0.10285733450790606;0.02427428849468794;0.00034613393753103386;5;0.15283843002479008;0.05287623899102204
numFix tempSD bvpMean V1;0.10284661494167598;0.023382697841984924;0.00029967151782699927;5;0.15099191298155207;0.05470131690179988
AU17_r AU04_r V5 meanFixDur V17;0.10283932536155063;0.012957129597449017;2.961029941780348e-05;5;0.12951823428926088;0.07616041643384039
tempSD V1 infoProcess V30 meanFixDur;0.10283627349767262;0.03184741186494061;0.0009756651583657216;5;0.16841053470559542;0.03726201228974982
numFix tempSD V1 V17 bvpSD;0.10282930735248871;0.02378438517596835;0.0003202727629575897;5;0.15180168516494566;0.053856929540031774
tempSD AU15_r bvpMean infoProcess V40;0.10282644436623307;0.028615956317878697;0.0006510707827352821;5;0.1617470939392933;0.04390579479317285
AU17_r AU01_r V1 V17;0.10281872898886694;0.011737596935568117;2.003088710115887e-05;5;0.12698660331003175;0.07865085466770214
numFix AU04_r bvpMean V1 meanFixDur;0.10281405096375078;0.021064915991595563;0.0002001177880068257;5;0.1461870041385256;0.05944109778897595
AU09_r AU15_r V16 bvpSD;0.10279439813544652;0.026328371207576768;0.0004741724963384443;5;0.1570048783486088;0.048583917922284246
tempSD AU01_r bvpMean V30 V40;0.1027920226380454;0.03123456113677653;0.0009082914394673892;5;0.16710441572618112;0.03847962954990969
AU15_r AU01_r V1 V16;0.10278891589083998;0.018909824641258666;0.0001314613931660676;5;0.14172450618874324;0.06385332559293672
V18 V1 V2 V16 bvpSD;0.10278494151949151;0.00907634426070395;7.2211316404621714e-06;5;0.12147325980069014;0.08409662323829288
AU09_r AU04_r infoProcess V30 meanFixDur;0.10278344618838116;0.02835082126267654;0.0006294058497198857;5;0.16115817901822424;0.04440871335853808
V18 tempSD hrMean V40 V17;0.10278251530976332;0.027342463876416066;0.000548211523716486;5;0.15908102634431592;0.046484004275210725
V18 tempSD infoProcess bvpSD;0.10277741984192561;0.031678902921436485;0.0009584441371648279;5;0.1680047188061323;0.03755012087771892
AU09_r AU04_r V2 V5 V16;0.10277635598257454;0.023815344619219442;0.00032252715032016384;5;0.15181247971659045;0.05374023224855862
tempSD AU09_r V2 meanFixDur V16;0.10277598172480343;0.021859575202674456;0.00023143555261649453;5;0.1477851491985472;0.05776681425105965
tempSD AU01_r infoProcess V30 V40;0.10275691915632165;0.029688151162042715;0.0007506132126630438;5;0.1638852327328232;0.0416286055798201
numFix AU04_r infoProcess V16 V17;0.10275626641190323;0.016782449361385628;8.242882203394592e-05;5;0.1373115616050968;0.06820097121870966
V18 AU04_r V2 meanFixDur;0.10275262048817743;0.004581006770903318;4.7282809497640924e-07;5;0.11218497674570961;0.09332026423064525
AU17_r AU15_r V30 V17;0.10275111463221395;0.016619587352237057;7.9344472632478e-05;5;0.13697107469757844;0.06853115456684947
numFix tempSD infoProcess V40 bvpSD;0.10275019000431099;0.02524009929922904;0.00040388448239515455;5;0.15471990331666904;0.05078047669195293
AU17_r tempSD V5 meanFixDur V17;0.10274868728969544;0.02742865646498686;0.0005555413287517;5;0.15922467005542348;0.0462727045239674
tempSD AU04_r bvpMean V1 hrMean;0.10274398560290865;0.025045942484611273;0.00039215286267407686;5;0.15431392735043636;0.051174043855380935
AU17_r AU09_r infoProcess hrMean bvpSD;0.10274252961035346;0.027389446239277422;0.000552640204030836;5;0.15913777797940284;0.04634728124130407
tempSD AU15_r bvpMean V30 V40;0.10273685145468173;0.03729973538308003;0.0017635243911271429;5;0.17953752214557306;0.02593618076379038
tempSD AU15_r AU01_r bvpSD;0.10272182337139615;0.02478817485229412;0.00037715439584818766;5;0.15376101800125558;0.05168262874153674
AU17_r AU15_r V30 meanFixDur;0.10272114205216983;0.01843540765876348;0.00011932407078516602;5;0.14067990122597596;0.0647623828783637
AU17_r AU09_r V16 hrMean;0.10272075689346294;0.026907428339172295;0.0005167889724267033;5;0.1581235237440005;0.04731799004292538
numFix tempSD bvpMean meanFixDur hrMean;0.10271785460819749;0.024177961540231333;0.00034265399859272495;5;0.15250061159447537;0.05293509762191963
numFix AU15_r bvpMean V30 V40;0.10271625175533323;0.021599757025836157;0.00022143092613459626;5;0.14719045001189812;0.05824205349876834
V18 AU04_r infoProcess hrMean;0.10270703328392292;0.008055609548070596;4.50422734342158e-06;5;0.11929364468375647;0.08612042188408936
numFix AU04_r bvpMean V2 V5;0.10270592413211002;0.022947951738660252;0.00028015993750199535;5;0.14995607393641092;0.05545577432780913
AU17_r tempSD bvpMean hrMean;0.10269795115694698;0.028385708920748414;0.0006343672329956779;5;0.16114451815695874;0.044251384156935226
AU17_r AU04_r bvpMean V2;0.10269753221682343;0.008221654740887855;4.887378587862286e-06;5;0.11962603296365618;0.08576903146999068
AU17_r AU04_r V5 meanFixDur V40;0.10269658891016013;0.01468121581776396;4.878237023009047e-05;5;0.13292541519490278;0.07246776262541749
tempSD AU09_r bvpMean V1;0.10269369459621233;0.023785003588538765;0.00032194189957667656;5;0.1516673457286991;0.05372004346372554
AU17_r AU04_r V2 V5;0.10267456678700623;0.010706353377125178;1.3983822134087575e-05;5;0.12471909636803635;0.08063003720597611
tempSD AU15_r V1 V30 V5;0.10267271923211536;0.034748044570110936;0.0013598988547885685;5;0.17421942327098836;0.031126015193242373
AU15_r AU04_r infoProcess V16 V17;0.10267044731747763;0.006782059228374103;2.2715549624329426e-06;5;0.11663480100672007;0.08870609362823519
tempSD AU15_r bvpMean V1 meanFixDur;0.10266631386060614;0.025277594351639513;0.00040747456723696645;5;0.15471323000411405;0.05061939771709822
AU17_r AU01_r V17 bvpSD;0.10265410139815116;0.011476445198808844;1.8437523159080997e-05;5;0.12628426068382806;0.07902394211247428
numFix bvpMean V1 V2 V16;0.10265305734694988;0.017745958257529476;0.00010303421203067685;5;0.1391922306744118;0.06611388401948795
AU17_r tempSD bvpMean V40;0.102650191015795;0.03221004533740488;0.0010250382534972612;5;0.16897111955564897;0.03632926247594105
AU17_r AU04_r bvpMean V1;0.10264494153648178;0.009670939642150699;9.345076880993714e-06;5;0.12255753992626078;0.08273234314670277
tempSD AU01_r bvpMean V1 infoProcess;0.10264431402294383;0.024390781114695448;0.0003554145686807372;5;0.15286526945452242;0.05242335859136524
AU09_r AU15_r V1;0.10261615138267854;0.030435291792786964;0.0008289574299194976;5;0.16528283784446343;0.03994946492089366
V18 tempSD V30 meanFixDur;0.1025993624743254;0.033699636477499594;0.0012164047564690334;5;0.17198737975997186;0.03321134518867892
AU15_r AU01_r V5 hrMean V17;0.10258447930028791;0.02137281962554876;0.00021358738989242276;5;0.14659141031305284;0.05857754828752297
V18 infoProcess V5 V16 V17;0.10257736406877874;0.009457590914373266;8.57414312297695e-06;5;0.12205067447927122;0.08310405365828626
numFix AU15_r V30 hrMean V17;0.10257211125777954;0.022049571643850237;0.00024119530941507;5;0.14797248402993413;0.05717173848562494
numFix AU15_r V30 meanFixDur V17;0.102568671079971;0.019334349573657067;0.0001445906275024562;5;0.1423783640812407;0.06275897807870132
V18 tempSD V5 hrMean V40;0.1025654008356581;0.0271454362964453;0.0005375937911283063;5;0.15845822935984033;0.04667257231147586
AU17_r tempSD meanFixDur V16;0.10255136367601077;0.02895757554662232;0.0006880955270215415;5;0.16217541196273363;0.04292731538928791
numFix AU04_r bvpMean V16 V17;0.10253830615785631;0.0153028417921372;5.7801180120866896e-05;5;0.1340470689156175;0.07102954340009512
tempSD AU01_r bvpMean V16 bvpSD;0.10253392943650312;0.029067051420016483;0.0006984812308423908;5;0.16238339005966196;0.0426844688133443
numFix AU04_r bvpMean V2 bvpSD;0.10253313953381624;0.02045792752768097;0.00018049405987954133;5;0.1446562950719188;0.060409983995713686
AU15_r AU01_r bvpMean V5 meanFixDur;0.10253124710012038;0.017965128762585977;0.00010861905426611257;5;0.13952169552675192;0.06554079867348882
tempSD AU09_r infoProcess V40 bvpSD;0.10252486226904267;0.022904931054512696;0.00028003848039874794;5;0.1496864318900747;0.05536329264801065
